# Sample Size: 10000
# Sender wins: 4966 | Cracker wins: 5034
# Sender Average | Rolls: 48.7417 | Sent Encrypted 10.1429 | Removed Token 1.2219
# Cracker Average | Rolls: 48.6816 | Get Encrypted 7.7677 | Get Cracked 8.1126
#
[Round, Winner, Sender(Rolls, SendEncr, RemoveDat), Cracker(Rolls, GetEncr, GetCrac)]
[8676, 'Cracker', (25, 9, 0), (31, 7, 4)]
[8677, 'Sender', (53, 11, 2), (48, 6, 8)]
[8678, 'Cracker', (38, 10, 1), (37, 8, 7)]
[8679, 'Sender', (87, 11, 4), (86, 13, 9)]
[8680, 'Cracker', (63, 10, 1), (64, 9, 13)]
[8681, 'Sender', (66, 11, 1), (60, 8, 10)]
[8682, 'Cracker', (55, 10, 1), (59, 8, 9)]
[8683, 'Cracker', (58, 10, 4), (64, 10, 13)]
[8684, 'Sender', (52, 11, 1), (45, 7, 5)]
[8685, 'Cracker', (44, 10, 1), (48, 9, 5)]
[8686, 'Sender', (41, 11, 3), (36, 9, 6)]
[8687, 'Cracker', (39, 10, 0), (40, 7, 9)]
[8688, 'Cracker', (55, 10, 0), (55, 9, 6)]
[8689, 'Cracker', (39, 9, 0), (43, 8, 10)]
[8690, 'Cracker', (31, 9, 2), (34, 8, 5)]
[8691, 'Cracker', (60, 10, 3), (56, 11, 8)]
[8692, 'Sender', (51, 11, 0), (56, 5, 8)]
[8693, 'Sender', (38, 11, 0), (32, 5, 6)]
[8694, 'Sender', (39, 11, 0), (37, 5, 8)]
[8695, 'Cracker', (57, 10, 0), (55, 7, 9)]
[8696, 'Cracker', (32, 7, 0), (29, 4, 9)]
[8697, 'Sender', (39, 11, 0), (40, 4, 7)]
[8698, 'Sender', (56, 11, 1), (54, 8, 9)]
[8699, 'Sender', (44, 11, 4), (44, 11, 6)]
[8700, 'Sender', (51, 11, 0), (47, 7, 11)]
[8701, 'Sender', (43, 11, 1), (41, 6, 2)]
[8702, 'Sender', (120, 11, 3), (116, 10, 17)]
[8703, 'Sender', (104, 11, 4), (99, 10, 16)]
[8704, 'Sender', (33, 11, 0), (32, 6, 7)]
[8705, 'Cracker', (46, 9, 0), (54, 6, 10)]
[8706, 'Cracker', (43, 10, 0), (49, 7, 7)]
[8707, 'Sender', (51, 11, 0), (50, 6, 7)]
[8708, 'Sender', (73, 11, 6), (67, 12, 10)]
[8709, 'Sender', (53, 11, 1), (54, 6, 6)]
[8710, 'Sender', (60, 11, 2), (63, 9, 9)]
[8711, 'Sender', (52, 11, 1), (54, 10, 10)]
[8712, 'Cracker', (35, 10, 0), (29, 7, 6)]
[8713, 'Sender', (48, 11, 1), (55, 7, 9)]
[8714, 'Sender', (36, 11, 2), (37, 9, 5)]
[8715, 'Cracker', (50, 10, 0), (47, 8, 8)]
[8716, 'Sender', (75, 11, 6), (69, 11, 6)]
[8717, 'Sender', (42, 11, 2), (35, 10, 7)]
[8718, 'Cracker', (45, 10, 0), (48, 7, 7)]
[8719, 'Sender', (57, 11, 4), (60, 10, 8)]
[8720, 'Sender', (46, 11, 2), (57, 8, 9)]
[8721, 'Cracker', (33, 9, 0), (28, 4, 8)]
[8722, 'Cracker', (45, 10, 1), (45, 8, 12)]
[8723, 'Cracker', (17, 9, 0), (25, 6, 7)]
[8724, 'Cracker', (63, 10, 1), (72, 8, 9)]
[8725, 'Sender', (40, 11, 0), (46, 7, 8)]
[8726, 'Cracker', (56, 9, 2), (59, 11, 6)]
[8727, 'Sender', (71, 11, 1), (65, 8, 11)]
[8728, 'Cracker', (45, 7, 0), (48, 5, 7)]
[8729, 'Cracker', (32, 8, 0), (35, 4, 9)]
[8730, 'Cracker', (33, 9, 0), (30, 6, 7)]
[8731, 'Sender', (88, 11, 2), (84, 10, 10)]
[8732, 'Sender', (60, 11, 4), (64, 13, 7)]
[8733, 'Cracker', (69, 10, 2), (70, 10, 9)]
[8734, 'Cracker', (28, 9, 0), (30, 5, 12)]
[8735, 'Sender', (26, 11, 0), (21, 4, 4)]
[8736, 'Cracker', (45, 10, 3), (45, 10, 8)]
[8737, 'Cracker', (44, 9, 0), (41, 7, 8)]
[8738, 'Cracker', (62, 10, 2), (53, 9, 11)]
[8739, 'Cracker', (51, 9, 2), (53, 9, 11)]
[8740, 'Cracker', (59, 10, 2), (51, 10, 9)]
[8741, 'Cracker', (48, 10, 1), (47, 6, 11)]
[8742, 'Cracker', (42, 9, 1), (48, 9, 9)]
[8743, 'Cracker', (37, 9, 0), (36, 7, 8)]
[8744, 'Cracker', (39, 9, 0), (37, 4, 10)]
[8745, 'Cracker', (42, 10, 0), (45, 8, 8)]
[8746, 'Cracker', (38, 9, 0), (37, 4, 7)]
[8747, 'Sender', (85, 11, 5), (77, 13, 9)]
[8748, 'Cracker', (46, 10, 0), (47, 8, 11)]
[8749, 'Cracker', (48, 7, 0), (54, 5, 10)]
[8750, 'Sender', (98, 11, 5), (99, 12, 9)]
[8751, 'Sender', (47, 11, 1), (52, 8, 8)]
[8752, 'Sender', (82, 11, 4), (73, 10, 11)]
[8753, 'Sender', (38, 11, 3), (31, 6, 1)]
[8754, 'Cracker', (31, 7, 0), (37, 6, 9)]
[8755, 'Cracker', (47, 9, 0), (56, 7, 8)]
[8756, 'Cracker', (50, 10, 1), (40, 8, 8)]
[8757, 'Cracker', (80, 9, 2), (84, 9, 16)]
[8758, 'Cracker', (42, 10, 0), (44, 6, 9)]
[8759, 'Sender', (51, 11, 0), (64, 8, 8)]
[8760, 'Sender', (25, 11, 0), (25, 7, 8)]
[8761, 'Sender', (73, 11, 3), (63, 9, 10)]
[8762, 'Sender', (37, 11, 1), (40, 8, 3)]
[8763, 'Sender', (53, 11, 1), (49, 7, 5)]
[8764, 'Sender', (52, 11, 1), (47, 7, 5)]
[8765, 'Cracker', (30, 9, 0), (36, 4, 10)]
[8766, 'Sender', (76, 11, 6), (74, 12, 14)]
[8767, 'Cracker', (57, 9, 0), (56, 7, 7)]
[8768, 'Sender', (42, 11, 0), (39, 3, 9)]
[8769, 'Cracker', (60, 8, 2), (61, 10, 7)]
[8770, 'Sender', (53, 11, 3), (52, 10, 4)]
[8771, 'Cracker', (38, 9, 0), (36, 5, 9)]
[8772, 'Sender', (23, 11, 0), (22, 6, 6)]
[8773, 'Sender', (18, 11, 0), (17, 5, 3)]
[8774, 'Cracker', (38, 8, 0), (35, 5, 9)]
[8775, 'Cracker', (57, 10, 1), (59, 8, 12)]
[8776, 'Cracker', (73, 10, 0), (81, 9, 15)]
[8777, 'Cracker', (27, 8, 0), (31, 5, 8)]
[8778, 'Sender', (85, 11, 3), (90, 11, 10)]
[8779, 'Sender', (55, 11, 2), (56, 8, 7)]
[8780, 'Cracker', (52, 9, 0), (50, 5, 12)]
[8781, 'Cracker', (63, 10, 4), (72, 12, 6)]
[8782, 'Cracker', (42, 9, 1), (45, 10, 4)]
[8783, 'Cracker', (46, 10, 0), (49, 8, 7)]
[8784, 'Cracker', (57, 10, 1), (70, 8, 14)]
[8785, 'Sender', (37, 11, 0), (36, 7, 4)]
[8786, 'Sender', (49, 11, 4), (56, 10, 4)]
[8787, 'Cracker', (90, 10, 8), (76, 16, 10)]
[8788, 'Cracker', (40, 10, 0), (38, 5, 11)]
[8789, 'Sender', (38, 11, 2), (38, 9, 5)]
[8790, 'Cracker', (54, 9, 0), (52, 5, 12)]
[8791, 'Sender', (30, 11, 2), (34, 7, 2)]
[8792, 'Sender', (56, 11, 5), (56, 11, 8)]
[8793, 'Sender', (30, 11, 0), (31, 7, 6)]
[8794, 'Cracker', (40, 9, 1), (37, 10, 7)]
[8795, 'Sender', (52, 11, 3), (60, 8, 7)]
[8796, 'Cracker', (74, 10, 1), (67, 10, 14)]
[8797, 'Cracker', (48, 8, 1), (43, 5, 9)]
[8798, 'Sender', (55, 11, 0), (58, 6, 8)]
[8799, 'Sender', (58, 11, 2), (54, 11, 5)]
[8800, 'Sender', (35, 11, 0), (36, 7, 4)]
[8801, 'Cracker', (35, 10, 0), (31, 6, 10)]
[8802, 'Cracker', (25, 10, 0), (29, 6, 6)]
[8803, 'Cracker', (57, 8, 0), (55, 7, 10)]
[8804, 'Cracker', (33, 10, 0), (37, 7, 8)]
[8805, 'Sender', (63, 11, 4), (69, 11, 10)]
[8806, 'Sender', (38, 11, 0), (33, 5, 4)]
[8807, 'Cracker', (44, 10, 0), (47, 8, 9)]
[8808, 'Sender', (39, 11, 2), (36, 9, 6)]
[8809, 'Sender', (60, 11, 0), (61, 6, 12)]
[8810, 'Sender', (60, 11, 2), (55, 8, 18)]
[8811, 'Cracker', (58, 10, 4), (58, 11, 12)]
[8812, 'Cracker', (53, 9, 1), (51, 8, 8)]
[8813, 'Sender', (45, 11, 1), (42, 7, 4)]
[8814, 'Sender', (38, 11, 0), (44, 8, 11)]
[8815, 'Cracker', (50, 10, 1), (45, 7, 7)]
[8816, 'Sender', (52, 11, 0), (65, 8, 7)]
[8817, 'Cracker', (60, 10, 0), (53, 8, 12)]
[8818, 'Cracker', (40, 8, 0), (50, 7, 10)]
[8819, 'Cracker', (49, 10, 1), (53, 9, 8)]
[8820, 'Cracker', (43, 9, 0), (61, 8, 10)]
[8821, 'Sender', (35, 11, 0), (35, 7, 5)]
[8822, 'Cracker', (54, 10, 0), (54, 8, 7)]
[8823, 'Sender', (35, 11, 0), (39, 7, 8)]
[8824, 'Cracker', (56, 10, 1), (58, 10, 8)]
[8825, 'Sender', (36, 11, 0), (42, 6, 2)]
[8826, 'Cracker', (66, 10, 1), (60, 7, 14)]
[8827, 'Sender', (60, 11, 2), (61, 8, 10)]
[8828, 'Sender', (35, 11, 2), (35, 8, 4)]
[8829, 'Sender', (35, 11, 0), (28, 4, 7)]
[8830, 'Sender', (35, 11, 0), (40, 8, 7)]
[8831, 'Sender', (48, 11, 0), (47, 8, 4)]
[8832, 'Cracker', (39, 9, 0), (34, 8, 4)]
[8833, 'Cracker', (36, 10, 0), (34, 8, 6)]
[8834, 'Cracker', (48, 10, 0), (49, 7, 8)]
[8835, 'Sender', (74, 11, 1), (70, 8, 13)]
[8836, 'Cracker', (45, 10, 0), (51, 9, 8)]
[8837, 'Cracker', (44, 10, 0), (44, 8, 7)]
[8838, 'Cracker', (43, 8, 0), (41, 4, 12)]
[8839, 'Sender', (48, 11, 0), (49, 8, 6)]
[8840, 'Cracker', (40, 8, 0), (38, 6, 9)]
[8841, 'Cracker', (48, 10, 0), (44, 6, 9)]
[8842, 'Sender', (59, 11, 1), (62, 10, 15)]
[8843, 'Cracker', (59, 9, 0), (48, 7, 8)]
[8844, 'Cracker', (28, 9, 0), (27, 4, 9)]
[8845, 'Sender', (25, 11, 0), (25, 4, 3)]
[8846, 'Sender', (45, 11, 1), (43, 9, 5)]
[8847, 'Cracker', (51, 10, 1), (51, 7, 9)]
[8848, 'Cracker', (29, 7, 0), (27, 4, 9)]
[8849, 'Cracker', (40, 9, 2), (36, 7, 10)]
[8850, 'Sender', (46, 11, 0), (47, 6, 6)]
[8851, 'Sender', (54, 11, 1), (57, 10, 10)]
[8852, 'Cracker', (47, 10, 1), (47, 10, 7)]
[8853, 'Sender', (50, 11, 1), (45, 5, 11)]
[8854, 'Cracker', (68, 10, 0), (68, 7, 10)]
[8855, 'Cracker', (37, 10, 0), (37, 8, 7)]
[8856, 'Cracker', (40, 10, 0), (46, 8, 9)]
[8857, 'Sender', (36, 11, 1), (31, 6, 4)]
[8858, 'Cracker', (44, 10, 0), (39, 6, 7)]
[8859, 'Sender', (54, 11, 0), (54, 8, 6)]
[8860, 'Sender', (46, 11, 2), (44, 7, 3)]
[8861, 'Cracker', (36, 9, 0), (39, 6, 9)]
[8862, 'Cracker', (44, 10, 0), (46, 7, 8)]
[8863, 'Cracker', (47, 10, 1), (45, 9, 7)]
[8864, 'Sender', (32, 11, 2), (25, 10, 4)]
[8865, 'Cracker', (24, 7, 0), (25, 4, 8)]
[8866, 'Sender', (46, 11, 1), (45, 7, 8)]
[8867, 'Sender', (64, 11, 1), (67, 8, 11)]
[8868, 'Sender', (55, 11, 2), (52, 8, 12)]
[8869, 'Cracker', (64, 10, 3), (62, 12, 9)]
[8870, 'Cracker', (33, 8, 0), (30, 4, 9)]
[8871, 'Cracker', (42, 10, 1), (48, 6, 13)]
[8872, 'Sender', (50, 11, 1), (51, 9, 6)]
[8873, 'Cracker', (43, 10, 0), (43, 7, 5)]
[8874, 'Cracker', (55, 10, 1), (56, 8, 12)]
[8875, 'Sender', (54, 11, 4), (60, 12, 11)]
[8876, 'Cracker', (47, 10, 0), (51, 6, 8)]
[8877, 'Cracker', (80, 10, 0), (78, 9, 8)]
[8878, 'Cracker', (90, 10, 1), (87, 10, 14)]
[8879, 'Cracker', (47, 9, 1), (40, 5, 11)]
[8880, 'Cracker', (42, 10, 0), (41, 8, 9)]
[8881, 'Sender', (64, 11, 2), (61, 10, 8)]
[8882, 'Cracker', (34, 10, 0), (34, 6, 7)]
[8883, 'Sender', (40, 11, 0), (44, 6, 9)]
[8884, 'Cracker', (50, 10, 0), (48, 7, 11)]
[8885, 'Cracker', (33, 8, 0), (34, 6, 9)]
[8886, 'Cracker', (41, 9, 0), (48, 6, 10)]
[8887, 'Sender', (47, 11, 0), (41, 6, 7)]
[8888, 'Cracker', (80, 10, 1), (84, 9, 13)]
[8889, 'Cracker', (50, 10, 2), (49, 10, 7)]
[8890, 'Cracker', (40, 10, 1), (38, 7, 10)]
[8891, 'Sender', (95, 11, 2), (89, 11, 13)]
[8892, 'Cracker', (32, 9, 0), (41, 8, 9)]
[8893, 'Sender', (58, 11, 5), (55, 10, 1)]
[8894, 'Sender', (34, 11, 2), (30, 7, 4)]
[8895, 'Cracker', (40, 10, 0), (51, 7, 7)]
[8896, 'Sender', (43, 11, 1), (44, 8, 8)]
[8897, 'Sender', (41, 11, 1), (35, 7, 6)]
[8898, 'Cracker', (32, 10, 0), (35, 7, 8)]
[8899, 'Sender', (49, 11, 2), (49, 8, 5)]
[8900, 'Cracker', (64, 10, 2), (66, 9, 14)]
[8901, 'Sender', (54, 11, 4), (53, 11, 9)]
[8902, 'Cracker', (70, 10, 0), (64, 8, 7)]
[8903, 'Sender', (53, 11, 1), (50, 8, 7)]
[8904, 'Cracker', (21, 9, 0), (20, 5, 8)]
[8905, 'Sender', (57, 11, 3), (53, 11, 3)]
[8906, 'Cracker', (36, 9, 0), (37, 7, 11)]
[8907, 'Cracker', (26, 9, 0), (31, 5, 7)]
[8908, 'Cracker', (27, 8, 0), (28, 4, 9)]
[8909, 'Cracker', (48, 9, 1), (44, 6, 9)]
[8910, 'Sender', (46, 11, 0), (50, 7, 10)]
[8911, 'Cracker', (86, 9, 8), (80, 14, 9)]
[8912, 'Cracker', (53, 10, 0), (53, 9, 13)]
[8913, 'Cracker', (39, 10, 0), (40, 8, 6)]
[8914, 'Sender', (65, 11, 3), (65, 11, 10)]
[8915, 'Sender', (49, 11, 1), (56, 7, 6)]
[8916, 'Cracker', (65, 10, 2), (62, 9, 10)]
[8917, 'Cracker', (59, 10, 2), (62, 10, 9)]
[8918, 'Cracker', (33, 8, 0), (41, 4, 10)]
[8919, 'Sender', (32, 11, 1), (32, 8, 5)]
[8920, 'Cracker', (35, 10, 0), (31, 7, 6)]
[8921, 'Cracker', (64, 10, 3), (68, 10, 10)]
[8922, 'Sender', (52, 11, 3), (43, 9, 9)]
[8923, 'Sender', (81, 11, 3), (79, 11, 10)]
[8924, 'Cracker', (32, 8, 0), (34, 5, 7)]
[8925, 'Sender', (60, 11, 3), (60, 10, 8)]
[8926, 'Sender', (56, 11, 2), (55, 6, 11)]
[8927, 'Cracker', (59, 10, 0), (51, 6, 11)]
[8928, 'Cracker', (40, 9, 1), (36, 7, 8)]
[8929, 'Cracker', (31, 8, 0), (37, 5, 7)]
[8930, 'Sender', (35, 11, 1), (36, 7, 2)]
[8931, 'Sender', (44, 11, 1), (45, 5, 6)]
[8932, 'Sender', (72, 11, 7), (66, 13, 8)]
[8933, 'Sender', (59, 11, 2), (53, 9, 7)]
[8934, 'Sender', (68, 11, 2), (52, 9, 10)]
[8935, 'Cracker', (29, 8, 0), (32, 8, 7)]
[8936, 'Sender', (32, 11, 0), (30, 7, 7)]
[8937, 'Sender', (28, 11, 0), (31, 7, 6)]
[8938, 'Sender', (43, 11, 1), (41, 4, 8)]
[8939, 'Sender', (47, 11, 1), (47, 7, 5)]
[8940, 'Cracker', (42, 7, 0), (44, 7, 7)]
[8941, 'Cracker', (79, 10, 1), (74, 8, 13)]
[8942, 'Cracker', (68, 10, 0), (77, 9, 9)]
[8943, 'Cracker', (55, 8, 2), (56, 10, 7)]
[8944, 'Sender', (36, 11, 3), (35, 8, 3)]
[8945, 'Sender', (62, 11, 5), (57, 13, 6)]
[8946, 'Cracker', (84, 10, 0), (82, 9, 14)]
[8947, 'Cracker', (46, 9, 0), (41, 8, 5)]
[8948, 'Cracker', (64, 10, 0), (66, 6, 12)]
[8949, 'Sender', (46, 11, 3), (52, 9, 6)]
[8950, 'Cracker', (46, 10, 0), (52, 8, 9)]
[8951, 'Sender', (50, 11, 4), (48, 7, 4)]
[8952, 'Sender', (29, 11, 0), (28, 6, 5)]
[8953, 'Sender', (54, 11, 2), (56, 7, 10)]
[8954, 'Cracker', (44, 10, 0), (45, 7, 8)]
[8955, 'Cracker', (48, 9, 0), (39, 8, 10)]
[8956, 'Cracker', (64, 9, 1), (58, 7, 9)]
[8957, 'Sender', (25, 11, 0), (33, 7, 6)]
[8958, 'Cracker', (59, 10, 0), (67, 8, 11)]
[8959, 'Sender', (48, 11, 0), (48, 6, 9)]
[8960, 'Cracker', (22, 9, 0), (27, 7, 6)]
[8961, 'Sender', (71, 11, 2), (60, 10, 8)]
[8962, 'Sender', (67, 11, 1), (61, 9, 6)]
[8963, 'Cracker', (77, 10, 1), (72, 9, 12)]
[8964, 'Sender', (62, 11, 0), (56, 7, 8)]
[8965, 'Sender', (42, 11, 3), (41, 7, 6)]
[8966, 'Cracker', (34, 8, 0), (37, 4, 8)]
[8967, 'Cracker', (35, 9, 0), (33, 7, 6)]
[8968, 'Cracker', (40, 8, 2), (41, 9, 6)]
[8969, 'Cracker', (64, 9, 3), (62, 10, 11)]
[8970, 'Sender', (32, 11, 1), (29, 5, 3)]
[8971, 'Cracker', (49, 10, 0), (46, 8, 13)]
[8972, 'Sender', (24, 11, 0), (23, 5, 4)]
[8973, 'Cracker', (57, 10, 1), (54, 9, 11)]
[8974, 'Cracker', (43, 10, 0), (47, 7, 11)]
[8975, 'Sender', (43, 11, 1), (41, 7, 4)]
[8976, 'Cracker', (40, 8, 0), (36, 4, 9)]
[8977, 'Cracker', (42, 9, 0), (52, 9, 11)]
[8978, 'Cracker', (37, 9, 0), (37, 6, 8)]
[8979, 'Cracker', (46, 10, 1), (39, 8, 9)]
[8980, 'Cracker', (43, 7, 0), (50, 4, 11)]
[8981, 'Sender', (35, 11, 1), (37, 7, 4)]
[8982, 'Cracker', (69, 10, 5), (73, 12, 13)]
[8983, 'Sender', (53, 11, 1), (42, 7, 6)]
[8984, 'Sender', (53, 11, 4), (56, 11, 4)]
[8985, 'Sender', (87, 11, 3), (89, 11, 10)]
[8986, 'Sender', (65, 11, 1), (58, 8, 11)]
[8987, 'Sender', (56, 11, 5), (55, 11, 7)]
[8988, 'Cracker', (70, 10, 3), (63, 11, 6)]
[8989, 'Sender', (47, 11, 3), (45, 7, 8)]
[8990, 'Sender', (87, 11, 6), (85, 13, 13)]
[8991, 'Cracker', (44, 10, 6), (52, 15, 7)]
[8992, 'Sender', (34, 11, 1), (35, 7, 3)]
[8993, 'Sender', (42, 11, 2), (40, 8, 7)]
[8994, 'Cracker', (68, 10, 2), (75, 10, 11)]
[8995, 'Cracker', (34, 9, 0), (33, 7, 7)]
[8996, 'Sender', (43, 11, 2), (47, 7, 7)]
[8997, 'Sender', (52, 11, 1), (57, 8, 8)]
[8998, 'Cracker', (26, 8, 0), (23, 5, 8)]
[8999, 'Sender', (59, 11, 1), (54, 7, 6)]
[9000, 'Sender', (42, 11, 2), (40, 8, 6)]
[9001, 'Sender', (38, 11, 0), (35, 5, 9)]
[9002, 'Cracker', (60, 10, 1), (58, 10, 8)]
[9003, 'Cracker', (36, 7, 0), (41, 5, 8)]
[9004, 'Cracker', (56, 9, 0), (60, 7, 10)]
[9005, 'Sender', (61, 11, 7), (49, 14, 6)]
[9006, 'Sender', (33, 11, 0), (33, 6, 4)]
[9007, 'Sender', (80, 11, 7), (82, 15, 10)]
[9008, 'Cracker', (33, 8, 0), (35, 3, 8)]
[9009, 'Sender', (43, 11, 0), (43, 6, 5)]
[9010, 'Sender', (27, 11, 0), (28, 5, 7)]
[9011, 'Sender', (46, 11, 2), (46, 7, 8)]
[9012, 'Cracker', (37, 10, 0), (39, 8, 6)]
[9013, 'Sender', (26, 11, 2), (29, 6, 4)]
[9014, 'Sender', (55, 11, 2), (59, 10, 8)]
[9015, 'Cracker', (39, 8, 0), (42, 5, 9)]
[9016, 'Sender', (41, 11, 1), (40, 6, 9)]
[9017, 'Cracker', (43, 9, 0), (42, 8, 8)]
[9018, 'Sender', (79, 11, 4), (76, 12, 6)]
[9019, 'Cracker', (27, 9, 0), (30, 6, 10)]
[9020, 'Sender', (38, 11, 1), (37, 8, 4)]
[9021, 'Sender', (67, 11, 2), (62, 7, 8)]
[9022, 'Sender', (52, 11, 1), (50, 6, 7)]
[9023, 'Sender', (56, 11, 4), (46, 9, 6)]
[9024, 'Cracker', (41, 7, 0), (42, 4, 9)]
[9025, 'Sender', (28, 11, 0), (26, 7, 6)]
[9026, 'Sender', (45, 11, 2), (52, 9, 10)]
[9027, 'Cracker', (49, 10, 0), (48, 6, 9)]
[9028, 'Sender', (38, 11, 0), (41, 3, 8)]
[9029, 'Sender', (43, 11, 3), (42, 9, 3)]
[9030, 'Sender', (62, 11, 5), (55, 7, 7)]
[9031, 'Cracker', (82, 10, 1), (78, 9, 15)]
[9032, 'Sender', (33, 11, 1), (38, 7, 6)]
[9033, 'Sender', (32, 11, 0), (34, 6, 7)]
[9034, 'Cracker', (44, 8, 0), (49, 4, 12)]
[9035, 'Cracker', (46, 9, 0), (52, 7, 11)]
[9036, 'Cracker', (77, 9, 4), (86, 9, 15)]
[9037, 'Sender', (69, 11, 2), (83, 11, 9)]
[9038, 'Sender', (35, 11, 0), (32, 4, 4)]
[9039, 'Cracker', (31, 10, 1), (34, 8, 7)]
[9040, 'Sender', (62, 11, 1), (67, 8, 10)]
[9041, 'Cracker', (70, 10, 5), (67, 13, 10)]
[9042, 'Sender', (39, 11, 1), (37, 7, 5)]
[9043, 'Sender', (33, 11, 0), (27, 4, 6)]
[9044, 'Cracker', (46, 9, 0), (43, 8, 7)]
[9045, 'Sender', (43, 11, 1), (41, 8, 6)]
[9046, 'Sender', (53, 11, 1), (51, 9, 8)]
[9047, 'Cracker', (43, 9, 0), (42, 7, 7)]
[9048, 'Cracker', (78, 10, 3), (70, 11, 10)]
[9049, 'Sender', (39, 11, 2), (40, 8, 10)]
[9050, 'Cracker', (19, 8, 1), (21, 7, 5)]
[9051, 'Sender', (42, 11, 4), (49, 9, 5)]
[9052, 'Sender', (71, 11, 1), (65, 8, 7)]
[9053, 'Cracker', (24, 8, 0), (27, 4, 8)]
[9054, 'Sender', (51, 11, 3), (62, 10, 4)]
[9055, 'Cracker', (50, 9, 0), (57, 6, 10)]
[9056, 'Cracker', (37, 9, 0), (38, 8, 8)]
[9057, 'Sender', (50, 11, 3), (44, 10, 4)]
[9058, 'Sender', (47, 11, 7), (44, 12, 3)]
[9059, 'Sender', (43, 11, 1), (41, 8, 10)]
[9060, 'Sender', (42, 11, 0), (42, 8, 6)]
[9061, 'Cracker', (40, 8, 0), (50, 6, 10)]
[9062, 'Cracker', (64, 10, 3), (62, 11, 11)]
[9063, 'Cracker', (37, 10, 1), (50, 9, 8)]
[9064, 'Cracker', (40, 10, 0), (38, 9, 7)]
[9065, 'Cracker', (29, 8, 0), (28, 5, 6)]
[9066, 'Cracker', (51, 10, 1), (45, 8, 7)]
[9067, 'Cracker', (55, 10, 1), (55, 9, 7)]
[9068, 'Sender', (30, 11, 1), (24, 4, 6)]
[9069, 'Cracker', (57, 10, 3), (49, 9, 10)]
[9070, 'Cracker', (48, 9, 2), (43, 10, 7)]
[9071, 'Sender', (51, 11, 2), (44, 7, 8)]
[9072, 'Sender', (59, 11, 1), (66, 8, 11)]
[9073, 'Sender', (56, 11, 0), (53, 8, 10)]
[9074, 'Cracker', (43, 9, 0), (37, 6, 12)]
[9075, 'Sender', (31, 11, 0), (37, 4, 5)]
[9076, 'Sender', (45, 11, 1), (42, 7, 5)]
[9077, 'Sender', (32, 11, 0), (40, 6, 3)]
[9078, 'Cracker', (63, 10, 3), (63, 12, 8)]
[9079, 'Sender', (35, 11, 2), (31, 5, 7)]
[9080, 'Sender', (43, 11, 0), (40, 6, 4)]
[9081, 'Cracker', (64, 10, 1), (60, 9, 11)]
[9082, 'Cracker', (47, 10, 1), (46, 10, 8)]
[9083, 'Sender', (74, 11, 2), (80, 10, 11)]
[9084, 'Sender', (45, 11, 2), (43, 8, 4)]
[9085, 'Cracker', (37, 8, 0), (41, 6, 7)]
[9086, 'Sender', (46, 11, 1), (55, 8, 7)]
[9087, 'Cracker', (41, 10, 0), (40, 7, 9)]
[9088, 'Sender', (64, 11, 4), (57, 10, 9)]
[9089, 'Sender', (34, 11, 0), (33, 6, 6)]
[9090, 'Sender', (47, 11, 0), (47, 7, 11)]
[9091, 'Cracker', (34, 9, 0), (31, 7, 6)]
[9092, 'Sender', (49, 11, 2), (43, 10, 9)]
[9093, 'Sender', (41, 11, 1), (42, 7, 11)]
[9094, 'Cracker', (36, 7, 0), (35, 6, 8)]
[9095, 'Sender', (39, 11, 1), (40, 9, 5)]
[9096, 'Cracker', (44, 10, 0), (40, 7, 8)]
[9097, 'Sender', (36, 11, 0), (38, 7, 8)]
[9098, 'Sender', (102, 11, 4), (94, 12, 14)]
[9099, 'Sender', (37, 11, 0), (33, 7, 7)]
[9100, 'Sender', (63, 11, 0), (62, 8, 8)]
[9101, 'Sender', (68, 11, 2), (54, 9, 8)]
[9102, 'Cracker', (29, 8, 0), (27, 5, 9)]
[9103, 'Sender', (44, 11, 0), (43, 9, 6)]
[9104, 'Cracker', (41, 9, 0), (36, 5, 7)]
[9105, 'Sender', (46, 11, 2), (50, 10, 6)]
[9106, 'Cracker', (29, 9, 0), (32, 8, 7)]
[9107, 'Sender', (53, 11, 0), (48, 5, 8)]
[9108, 'Cracker', (25, 7, 1), (26, 6, 6)]
[9109, 'Cracker', (45, 10, 1), (48, 10, 8)]
[9110, 'Sender', (44, 11, 0), (45, 7, 8)]
[9111, 'Cracker', (31, 8, 0), (31, 4, 10)]
[9112, 'Sender', (43, 11, 0), (57, 7, 13)]
[9113, 'Sender', (65, 11, 3), (61, 11, 7)]
[9114, 'Cracker', (31, 7, 0), (33, 6, 7)]
[9115, 'Sender', (73, 11, 1), (72, 10, 11)]
[9116, 'Cracker', (18, 8, 0), (24, 7, 4)]
[9117, 'Cracker', (43, 9, 1), (39, 8, 10)]
[9118, 'Cracker', (68, 10, 0), (59, 8, 11)]
[9119, 'Cracker', (34, 9, 0), (42, 6, 8)]
[9120, 'Cracker', (70, 10, 0), (67, 8, 6)]
[9121, 'Cracker', (23, 9, 0), (20, 6, 7)]
[9122, 'Sender', (41, 11, 4), (46, 7, 6)]
[9123, 'Cracker', (30, 10, 0), (43, 7, 10)]
[9124, 'Cracker', (33, 9, 0), (34, 7, 6)]
[9125, 'Cracker', (40, 7, 0), (38, 5, 8)]
[9126, 'Sender', (39, 11, 0), (45, 6, 7)]
[9127, 'Cracker', (42, 10, 0), (53, 8, 8)]
